id,name,nbItems,classification
piastres_par_le_Havre~product_simplification,piastres par le Havre,,simplification
piastres_par_le_Havre~product_simplification,argent monnayé en piastres par le Havre,,orthographic
piastres_par_le_Pont_de_Beauvoisin~product_simplification,piastres par le Pont de Beauvoisin,,simplification
piastres_par_le_Pont_de_Beauvoisin~product_simplification,argent monnayé en piastres par le Pont de Beauvoisin,,orthographic
monnaies_d'argent_par_Calais~product_simplification,monnaies d'argent par Calais,,simplification
monnaies_d'argent_par_Calais~product_simplification,argent monnayé par Calais,,orthographic
monnaies_d'argent_par_Strasbourg_et_Metz~product_simplification,monnaies d'argent par Strasbourg et Metz,,simplification
monnaies_d'argent_par_Strasbourg_et_Metz~product_simplification,argent monnayé par Strasbourg et Metz,,orthographic
monnaies_d'argent_par_Valenciennes~product_simplification,monnaies d'argent par Valenciennes,,simplification
monnaies_d'argent_par_Valenciennes~product_simplification,argent monnayé par Valenciennes,,orthographic
argent_vif~product_simplification,argent vif,,simplification
argent_vif~product_simplification,argent oeis,,orthographic
monnaies_d'or_quadruple~product_simplification,monnaies d'or quadruple,,simplification
monnaies_d'or_quadruple~product_simplification,argent or quadruples,,orthographic
arins~product_simplification,arins,,simplification
arins~product_simplification,arins,,orthographic
armement_de_tables~product_simplification,armement de tables,,simplification
armement_de_tables~product_simplification,armement de tables,,orthographic
armes_à_feu_de_munitions~product_simplification,armes à feu de munitions,,simplification
armes_à_feu_de_munitions~product_simplification,armes à feu de munitions,,orthographic
armes_à_feu_de_munitions_fines~product_simplification,armes à feu de munitions fines,,simplification
armes_à_feu_de_munitions_fines~product_simplification,armes à feu de munitions fines,,orthographic
fusils_à_deux_coups~product_simplification,fusils à deux coups,,simplification
fusils_à_deux_coups~product_simplification,armes à feu en fusils à deux coups,,orthographic
armes_à_feu_et_artillerie~product_simplification,armes à feu et artillerie,,simplification
armes_à_feu_et_artillerie~product_simplification,armes à feu et artillerie,,orthographic
armes_à_feu_et_de_traite~product_simplification,armes à feu et de traite,,simplification
armes_à_feu_et_de_traite~product_simplification,armes à feu et de traite,,orthographic
armes_à_feu_et_fusils~product_simplification,armes à feu et fusils,,simplification
armes_à_feu_et_fusils~product_simplification,armes à feu et fusils,,orthographic
fusils_de_munitions~product_simplification,fusils de munitions,,simplification
fusils_de_munitions~product_simplification,armes à feu fusils de munitions,,orthographic
fusils_et_leurs_baïonnettes~product_simplification,fusils et leurs baïonnettes,,simplification
fusils_et_leurs_baïonnettes~product_simplification,armes à feu fusils et leurs baïonnettes,,orthographic
fusils_ordinaires~product_simplification,fusils ordinaires,,simplification
fusils_ordinaires~product_simplification,armes à feu fusils ordinaires,,orthographic
mousquetons~product_simplification,mousquetons,,simplification
mousquetons~product_simplification,armes à feu mousquetons,,orthographic
pistolets_par_paire~product_simplification,pistolets par paire,,simplification
pistolets_par_paire~product_simplification,armes à feu paires de pistolets,,orthographic
armes_armureries~product_simplification,armes armureries,,simplification
armes_armureries~product_simplification,armes armureries,,orthographic
armes_autres_que_de_guerre_à_feu~product_simplification,armes autres que de guerre à feu,,simplification
armes_autres_que_de_guerre_à_feu~product_simplification,armes autres que de guerre à feu,,orthographic
armes_autres_que_de_guerre_blanches~product_simplification,armes autres que de guerre blanches,,simplification
armes_autres_que_de_guerre_blanches~product_simplification,armes autres que de guerre blanches,,orthographic
sabres_ordinaires~product_simplification,sabres ordinaires,,simplification
sabres_ordinaires~product_simplification,armes blanches en sabres ordinaires,,orthographic
armes_lames~product_simplification,armes lames,,simplification
armes_lames~product_simplification,armes blanches lames,,orthographic
lames_de_sabres~product_simplification,lames de sabres,,simplification
lames_de_sabres~product_simplification,armes blanches lames de sabres,,orthographic
sabres_et_baïonnettes~product_simplification,sabres et baïonnettes,,simplification
sabres_et_baïonnettes~product_simplification,armes blanches sabres et baïonnettes,,orthographic
affûts_et_canons~product_simplification,affûts et canons,,simplification
affûts_et_canons~product_simplification,armes canons et affûts,,orthographic
canons_de_fer_et_balles_de_fer~product_simplification,canons de fer et balles de fer,,simplification
canons_de_fer_et_balles_de_fer~product_simplification,armes canons et balles de fer,,orthographic
armes_de_chasse_ou_de_luxe_à_feu~product_simplification,armes de chasse ou de luxe à feu,,simplification
armes_de_chasse_ou_de_luxe_à_feu~product_simplification,armes de chasse ou de luxe à feu,,orthographic
armes_de_chasse_ou_de_luxe_blanches~product_simplification,armes de chasse ou de luxe blanches,,simplification
armes_de_chasse_ou_de_luxe_blanches~product_simplification,armes de chasse ou de luxe blanches,,orthographic
armes_de_guerre~product_simplification,armes de guerre,,simplification
armes_de_guerre~product_simplification,armes de guerre,,orthographic
armes_à_feu_de_guerre~product_simplification,armes à feu de guerre,,simplification
armes_à_feu_de_guerre~product_simplification,armes de guerre à feu,,orthographic
armes_à_feu_de_guerre_portatives~product_simplification,armes à feu de guerre portatives,,simplification
armes_à_feu_de_guerre_portatives~product_simplification,armes de guerre à feu portatives,,orthographic
armes_blanches_de_guerre~product_simplification,armes blanches de guerre,,simplification
armes_blanches_de_guerre~product_simplification,armes de guerre blanches,,orthographic
armes_blanches_de_luxe~product_simplification,armes blanches de luxe,,simplification
armes_blanches_de_luxe~product_simplification,armes de luxe blanches,,orthographic
armes_à_feu_de_luxe_ou_de_traite~product_simplification,armes à feu de luxe ou de traite,,simplification
armes_à_feu_de_luxe_ou_de_traite~product_simplification,armes de luxe ou de traite à feu,,orthographic
armes_blanches_de_luxe_ou_de_traite~product_simplification,armes blanches de luxe ou de traite,,simplification
armes_blanches_de_luxe_ou_de_traite~product_simplification,armes de luxe ou de traite blanches,,orthographic
armes_à_feu_de_traite~product_simplification,armes à feu de traite,,simplification
armes_à_feu_de_traite~product_simplification,armes de traite à feu,,orthographic
armes_blanches_de_traite~product_simplification,armes blanches de traite,,simplification
armes_blanches_de_traite~product_simplification,armes de traite blanches,,orthographic
armes_à_feu_de_guerre_et_de_traite~product_simplification,armes à feu de guerre et de traite,,simplification
armes_à_feu_de_guerre_et_de_traite~product_simplification,armes de traite et de guerre à feu,,orthographic
armes_blanches_de_guerre_et_de_traite~product_simplification,armes blanches de guerre et de traite,,simplification
armes_blanches_de_guerre_et_de_traite~product_simplification,armes de traite et de guerre blanches,,orthographic
armes_différentes~product_simplification,armes différentes,,simplification
armes_différentes~product_simplification,armes différentes,,orthographic
armes_et_munitions~product_simplification,armes et munitions,,simplification
armes_et_munitions~product_simplification,armes diverses et munitions de guerre,,orthographic
armes_et_artillerie_artillerie_en_canons_pierriers_espingoles_et_mortiers~product_simplification,armes et artillerie artillerie en canons pierriers espingoles et mortiers,,simplification
armes_et_artillerie_artillerie_en_canons_pierriers_espingoles_et_mortiers~product_simplification,armes et artillerie artillerie en canons pierriers espingoles et mortiers,,orthographic
armes_remontrances~product_simplification,armes remontrances,,simplification
armes_remontrances~product_simplification,armes remontrances,,orthographic
armoires~product_simplification,armoires,,simplification
armoires~product_simplification,armoires,,orthographic
armoires_ayant_servi~product_simplification,armoires ayant servi,,simplification
armoires_ayant_servi~product_simplification,armoires ayant servi,,orthographic
armoires_de_bois~product_simplification,armoires de bois,,simplification
armoires_de_bois~product_simplification,armoires de bois,,orthographic
armoires_de_bois_de_sapin_peintes~product_simplification,armoires de bois de sapin peintes,,simplification
armoires_de_bois_de_sapin_peintes~product_simplification,armoires de bois de sapin peintes,,orthographic
armoires_de_bois_des_Indes~product_simplification,armoires de bois des Indes,,simplification
armoires_de_bois_des_Indes~product_simplification,armoires de bois des Îles,,orthographic
armoires_de_chêne_ornée~product_simplification,armoires de chêne ornée,,simplification
armoires_de_chêne_ornée~product_simplification,armoires de chêne ornée,,orthographic
armoires_et_commodes~product_simplification,armoires et commodes,,simplification
